,is_weekend,count_supports,count_all_days,supports_per_day,supports_per_week,count_of_month,count_of_week,max_subsequence,max_subsequence_week,count_of_bad_trigger_calls,count_of_good_calls
10313,0.0,1,1,1.0,1.0,1,1,1,1,0,0
10315,0.5714285714285714,7,3,2.3333333333333335,2.3333333333333335,2,3,4,4,1,0
43083,0.0,4,4,1.0,1.0,2,4,1,1,0,0
10312,0.0,2,2,1.0,1.0,1,2,1,1,0,0
43086,0.0,5,3,1.6666666666666667,1.6666666666666667,2,3,3,3,0,0
43088,0.0,2,1,2.0,2.0,1,1,2,2,2,0
10321,0.0,1,1,1.0,1.0,1,1,1,1,0,0
157778,0.0,3,1,3.0,3.0,1,1,3,3,0,0
10322,0.5,6,4,1.5,2.0,2,3,2,3,0,0
51284,0.23076923076923078,13,10,1.3,1.8571428571428572,2,7,3,3,4,0
10325,0.5714285714285714,7,4,1.75,2.3333333333333335,1,3,3,4,4,0
10326,0.3333333333333333,6,5,1.2,1.5,2,4,2,2,0,0
51285,0.0,6,2,3.0,3.0,2,2,3,4,0,0
51289,1.0,5,2,2.5,1.6666666666666667,2,3,4,3,0,0
43098,0.0,1,1,1.0,1.0,1,1,1,1,0,0
10332,0.0,2,1,2.0,2.0,1,1,2,2,0,0
43101,0.0,2,1,2.0,2.0,1,1,2,2,1,0
10334,0.3333333333333333,3,2,1.5,1.5,1,2,2,2,0,0
43105,0.0,1,1,1.0,1.0,1,1,1,1,0,0
10338,1.0,1,1,1.0,1.0,1,1,1,1,0,0
10340,0.36363636363636365,11,5,2.2,2.75,2,4,4,4,1,5
44697,0.0,1,1,1.0,1.0,1,1,1,1,0,0
34924,0.0,1,1,1.0,1.0,1,1,1,1,0,0
43118,0.0,2,1,2.0,2.0,1,1,2,2,0,0
43119,0.25,16,9,1.7777777777777777,3.2,2,5,4,8,6,0
10351,0.14285714285714285,7,3,2.3333333333333335,2.3333333333333335,2,3,4,4,0,2
43122,0.6666666666666666,3,2,1.5,1.5,1,2,2,2,1,0
239733,0.0,5,2,2.5,2.5,2,2,4,4,3,0
43127,0.0,9,1,9.0,9.0,1,1,9,9,3,0
43129,0.0,4,3,1.3333333333333333,1.3333333333333333,2,3,2,2,0,0
51322,0.0,6,2,3.0,6.0,1,1,5,6,0,0
3688,0.25,4,2,2.0,2.0,2,2,3,2,0,0
51325,0.0,5,2,2.5,2.5,1,2,4,4,3,0
10365,0.0,4,2,2.0,2.0,2,2,3,3,0,0
10368,0.18181818181818182,22,6,3.6666666666666665,7.333333333333333,2,3,8,18,15,0
10370,0.0,1,1,1.0,1.0,1,1,1,1,0,0
43139,1.0,3,1,3.0,3.0,1,1,3,3,0,0
51331,0.25,8,8,1.0,1.1428571428571428,2,7,1,2,0,2
11831,0.0,1,1,1.0,1.0,1,1,1,1,0,0
52839,0.2903225806451613,31,17,1.8235294117647058,3.4444444444444446,2,9,3,7,0,21
43144,0.0,3,2,1.5,1.5,1,2,2,2,0,0
51337,0.15789473684210525,19,15,1.2666666666666666,2.111111111111111,2,9,2,4,1,6
51339,0.625,8,2,4.0,8.0,1,1,5,8,4,0
10380,0.0,1,1,1.0,1.0,1,1,1,1,0,0
34960,0.0,2,1,2.0,2.0,1,1,2,2,0,0
10384,1.0,2,2,1.0,1.0,1,2,1,1,0,0
43154,0.0,2,2,1.0,1.0,2,2,1,1,0,0
43156,0.5,6,4,1.5,2.0,2,3,2,4,3,3
51350,0.0,1,1,1.0,1.0,1,1,1,1,1,0
43159,0.0,4,2,2.0,4.0,2,1,2,4,1,0
34968,0.0,4,2,2.0,2.0,1,2,3,3,0,0
34971,0.0,1,1,1.0,1.0,1,1,1,1,0,0
51355,0.6666666666666666,6,4,1.5,1.5,2,4,3,2,0,0
43165,0.0,6,3,2.0,3.0,2,2,2,4,0,0
10397,0.3333333333333333,3,2,1.5,1.5,2,2,2,2,0,0
3695,0.14285714285714285,7,6,1.1666666666666667,1.1666666666666667,2,6,2,2,0,0
51362,0.3333333333333333,3,2,1.5,1.5,2,2,2,2,0,0
11837,0.0,1,1,1.0,1.0,1,1,1,1,0,0
43174,0.0,1,1,1.0,1.0,1,1,1,1,0,0
51366,0.25,4,3,1.3333333333333333,1.3333333333333333,2,3,2,2,0,0
51368,0.42857142857142855,7,5,1.4,3.5,2,2,2,4,0,0
43176,0.5,4,4,1.0,1.0,2,4,1,1,0,0
215211,0.5555555555555556,9,2,4.5,4.5,1,2,5,5,5,0
43180,0.3333333333333333,9,9,1.0,1.125,2,8,1,2,0,0
51372,0.0,4,3,1.3333333333333333,2.0,1,2,2,2,0,0
43182,0.2857142857142857,7,4,1.75,2.3333333333333335,2,3,3,3,6,0
10415,0.0,2,2,1.0,2.0,1,1,1,2,0,0
51374,0.0,2,2,1.0,1.0,2,2,1,1,0,0
10417,0.875,8,2,4.0,4.0,2,2,7,7,0,1
10418,0.0,3,1,3.0,1.5,2,2,3,2,0,0
3699,0.0,4,1,4.0,2.0,2,2,4,3,0,0
44700,0.4,5,5,1.0,1.6666666666666667,2,3,1,2,0,0
51381,0.22727272727272727,22,15,1.4666666666666666,2.4444444444444446,2,9,2,3,0,0
108728,0.25,8,4,2.0,2.6666666666666665,1,3,3,4,0,0
43193,1.0,5,1,5.0,2.5,2,2,5,4,2,0
10432,0.0,5,3,1.6666666666666667,2.5,2,2,2,4,2,0
51396,1.0,4,1,4.0,4.0,1,1,4,4,0,0
51398,1.0,1,1,1.0,1.0,1,1,1,1,0,0
92359,0.2,5,3,1.6666666666666667,1.6666666666666667,2,3,3,3,0,0
51400,0.5,4,4,1.0,1.3333333333333333,2,3,1,2,0,0
51403,1.0,3,2,1.5,3.0,1,1,2,3,2,0
43211,0.6666666666666666,3,3,1.0,1.5,1,2,1,2,0,0
51405,0.6666666666666666,6,4,1.5,2.0,1,3,2,3,0,0
10447,0.0,25,4,6.25,8.333333333333334,2,3,10,15,7,0
43215,0.0,2,1,2.0,2.0,1,1,2,2,0,0
51407,0.32142857142857145,28,14,2.0,3.5,2,8,6,5,0,0
51408,0.0,5,3,1.6666666666666667,1.6666666666666667,2,3,3,3,0,0
43219,0.13333333333333333,30,15,2.0,5.0,2,6,4,6,0,20
36270,0.0,4,3,1.3333333333333333,1.3333333333333333,2,3,2,2,0,0
190678,0.0,9,1,9.0,9.0,1,1,9,9,1,0
43222,0.0,1,1,1.0,1.0,1,1,1,1,1,0
51415,0.0,14,1,14.0,14.0,1,1,14,14,10,0
51417,0.14285714285714285,14,8,1.75,2.3333333333333335,2,6,3,4,1,3
190682,0.0,5,2,2.5,5.0,1,1,3,5,4,0
10459,1.0,2,1,2.0,2.0,1,1,2,2,1,0
35035,0.125,8,6,1.3333333333333333,2.0,2,4,2,4,1,0
3706,0.0,3,1,3.0,1.5,2,2,3,2,0,0
35038,0.8571428571428571,7,2,3.5,7.0,1,1,6,7,3,0
51416,0.125,8,4,2.0,2.6666666666666665,2,3,3,3,0,0
10464,0.5,6,2,3.0,3.0,2,2,3,3,2,0
51418,0.3333333333333333,3,2,1.5,1.5,2,2,2,2,0,0
51421,0.0,4,4,1.0,1.0,2,4,1,1,0,0
272617,0.0,7,2,3.5,3.5,2,2,6,6,3,0
51433,0.0,2,1,2.0,1.0,2,2,2,1,0,0
51435,0.2857142857142857,14,9,1.5555555555555556,2.0,2,7,3,4,0,0
43245,0.42857142857142855,7,4,1.75,2.3333333333333335,2,3,2,4,0,0
51438,0.2,5,5,1.0,1.0,2,5,1,1,0,0
10482,0.0,3,1,3.0,3.0,1,1,3,3,1,0
3712,0.0,3,1,3.0,3.0,1,1,3,3,0,0
10487,0.25,4,2,2.0,4.0,1,1,3,4,1,0
51447,0.0,2,1,2.0,2.0,1,1,2,2,1,0
10489,0.0,2,2,1.0,1.0,2,2,1,1,0,0
3713,0.18181818181818182,22,16,1.375,2.75,2,8,3,7,0,5
44418,0.0,2,1,2.0,2.0,1,1,2,2,0,0
51448,0.0,1,1,1.0,1.0,1,1,1,1,0,0
51451,0.0,2,2,1.0,2.0,1,1,1,2,0,0
10494,0.0,1,1,1.0,1.0,1,1,1,1,0,0
43263,0.125,24,3,8.0,8.0,2,3,20,20,8,0
215295,0.0,3,1,3.0,3.0,1,1,3,3,0,0
10493,1.0,1,1,1.0,1.0,1,1,1,1,0,0
10498,0.0,1,1,1.0,1.0,1,1,1,1,0,0
149764,0.0,1,1,1.0,1.0,1,1,1,1,0,0
43272,0.0,3,3,1.0,1.0,1,3,1,1,0,0
3716,0.0,3,2,1.5,3.0,1,1,2,3,0,0
10504,0.6,5,2,2.5,2.5,2,2,3,3,0,0
51467,0.0,6,3,2.0,6.0,2,1,4,6,0,0
35083,0.16666666666666666,6,5,1.2,1.5,2,4,2,2,0,0
51466,0.0,1,1,1.0,1.0,1,1,1,1,0,0
3717,0.0,3,1,3.0,3.0,1,1,3,3,0,0
51469,0.29411764705882354,17,11,1.5454545454545454,2.125,2,8,3,4,0,6
43281,0.125,8,4,2.0,8.0,1,1,3,8,5,0
36563,0.0,1,1,1.0,1.0,1,1,1,1,0,0
51473,0.5,4,2,2.0,2.0,1,2,2,2,0,0
108820,0.3333333333333333,6,4,1.5,2.0,2,3,2,3,3,0
51476,0.0,10,3,3.3333333333333335,3.3333333333333335,2,3,5,5,2,0
239898,0.0,3,1,3.0,3.0,1,1,3,3,0,0
43290,0.6666666666666666,6,4,1.5,1.5,2,4,2,2,2,0
10523,1.0,1,1,1.0,1.0,1,1,1,1,0,0
43291,0.3333333333333333,9,6,1.5,1.8,2,5,3,5,0,0
43293,0.6666666666666666,3,2,1.5,1.5,1,2,2,2,0,0
51485,1.0,1,1,1.0,1.0,1,1,1,1,0,0
43299,0.0,2,2,1.0,2.0,1,1,1,2,1,0
44427,0.0,1,1,1.0,1.0,1,1,1,1,0,0
10533,0.0,6,1,6.0,6.0,1,1,6,6,2,0
51495,0.0,2,1,2.0,2.0,1,1,2,2,2,0
10535,0.0,5,5,1.0,1.0,2,5,1,1,0,0
10537,0.3333333333333333,12,9,1.3333333333333333,2.0,2,6,2,3,0,3
141612,1.0,3,1,3.0,3.0,1,1,3,3,0,0
10541,0.0,12,1,12.0,12.0,1,1,12,12,2,0
10544,0.0,1,1,1.0,1.0,1,1,1,1,0,0
215345,0.16666666666666666,6,3,2.0,3.0,1,2,4,4,2,0
158001,0.25,4,4,1.0,1.3333333333333333,2,3,1,2,0,0
51507,0.0,3,2,1.5,1.5,1,2,2,2,1,0
133428,0.0,5,2,2.5,2.5,1,2,4,4,3,0
51508,0.25,4,2,2.0,2.0,1,2,3,3,4,0
43316,0.0,1,1,1.0,1.0,1,1,1,1,0,0
10546,0.0,2,1,2.0,2.0,1,1,2,2,0,0
10555,1.0,2,1,2.0,2.0,1,1,2,2,2,0
51518,0.0,3,1,3.0,3.0,1,1,3,3,0,0
10561,0.0,7,4,1.75,1.75,2,4,3,2,2,0
223554,0.0,6,3,2.0,3.0,2,2,4,5,0,0
43329,0.0,7,3,2.3333333333333335,2.3333333333333335,2,3,3,3,0,0
215364,0.0,1,1,1.0,1.0,1,1,1,1,0,0
10563,0.0,1,1,1.0,1.0,1,1,1,1,0,0
51527,0.0,3,2,1.5,1.5,2,2,2,2,0,0
35147,0.0,3,1,3.0,3.0,1,1,3,3,0,0
44706,0.0,7,4,1.75,1.75,2,4,3,3,0,0
10573,0.2,5,5,1.0,1.0,2,5,1,1,0,0
223566,0.23076923076923078,13,5,2.6,4.333333333333333,2,3,4,5,6,0
239953,0.16666666666666666,6,3,2.0,2.0,2,3,4,4,0,0
10578,0.0,3,2,1.5,1.5,2,2,2,2,0,0
43347,1.0,1,1,1.0,1.0,1,1,1,1,0,0
28154,0.0,2,1,2.0,2.0,1,1,2,2,0,0
108885,1.0,4,2,2.0,4.0,1,1,2,4,1,0
51540,0.0,3,2,1.5,1.5,1,2,2,2,0,0
51543,1.0,1,1,1.0,1.0,1,1,1,1,1,0
84312,0.6,5,3,1.6666666666666667,2.5,1,2,3,4,3,0
35160,0.0,8,1,8.0,8.0,1,1,8,8,1,0
51541,0.5,2,2,1.0,1.0,2,2,1,1,0,0
51547,0.3333333333333333,6,5,1.2,1.5,2,4,2,2,0,0
36297,1.0,1,1,1.0,1.0,1,1,1,1,0,0
51549,1.0,8,1,8.0,4.0,2,2,8,4,0,0
43358,0.0,1,1,1.0,1.0,1,1,1,1,1,0
43364,0.0,1,1,1.0,1.0,1,1,1,1,0,0
10596,0.14285714285714285,7,4,1.75,1.75,2,4,3,3,0,6
35174,0.0,2,1,2.0,2.0,1,1,2,2,1,0
11876,1.0,4,1,4.0,4.0,1,1,4,4,0,0
100713,0.11764705882352941,17,8,2.125,2.4285714285714284,2,7,6,7,2,0
239981,0.625,8,2,4.0,4.0,2,2,5,5,4,0
10605,1.0,4,4,1.0,1.0,2,4,1,1,0,0
43376,0.0,7,5,1.4,1.4,2,5,2,2,0,0
28161,0.0,5,3,1.6666666666666667,1.6666666666666667,2,3,3,2,0,0
10615,0.0,1,1,1.0,1.0,1,1,1,1,0,0
43389,1.0,2,1,2.0,2.0,1,1,2,2,0,0
51582,0.0,1,1,1.0,1.0,1,1,1,1,1,0
12145,1.0,1,1,1.0,1.0,1,1,1,1,0,0
51585,0.5,2,2,1.0,1.0,2,2,1,1,0,0
51587,0.0,4,3,1.3333333333333333,1.3333333333333333,2,3,2,2,0,0
125315,0.0,4,1,4.0,4.0,1,1,4,4,2,0
51591,0.6,5,3,1.6666666666666667,2.5,2,2,3,3,2,0
10633,0.3333333333333333,9,5,1.8,2.25,2,4,3,5,0,0
28165,0.16666666666666666,6,6,1.0,1.5,2,4,1,2,0,0
43404,0.18181818181818182,33,22,1.5,3.6666666666666665,2,9,4,7,0,0
35212,0.0,4,2,2.0,2.0,2,2,2,2,0,0
10638,0.2653061224489796,49,26,1.8846153846153846,5.444444444444445,2,9,4,9,1,0
51600,0.4,5,4,1.25,1.25,2,4,2,2,0,0
35218,1.0,1,1,1.0,1.0,1,1,1,1,1,0
35219,0.0,2,2,1.0,2.0,1,1,1,2,0,0
43416,0.0,3,1,3.0,3.0,1,1,3,3,0,0
43421,0.0,3,2,1.5,1.5,2,2,2,2,0,0
51614,0.0,2,1,2.0,2.0,1,1,2,2,0,0
11887,0.0,1,1,1.0,1.0,1,1,1,1,0,0
43424,1.0,4,2,2.0,2.0,1,2,2,2,0,0
51616,0.5,8,5,1.6,2.0,2,4,2,4,0,0
272802,0.0,1,1,1.0,1.0,1,1,1,1,0,0
10658,1.0,2,1,2.0,2.0,1,1,2,2,1,0
43425,0.0,5,3,1.6666666666666667,1.6666666666666667,2,3,3,3,0,0
51615,0.6666666666666666,3,3,1.0,1.5,1,2,1,2,0,0
51621,0.3333333333333333,3,2,1.5,1.5,2,2,2,2,0,0
28170,0.0,3,2,1.5,1.5,1,2,2,2,0,0
207276,0.8,5,3,1.6666666666666667,2.5,1,2,3,4,1,0
10670,0.16666666666666666,6,3,2.0,2.0,2,3,4,4,4,0
11890,0.0,4,1,4.0,4.0,1,1,4,4,0,0
43440,1.0,1,1,1.0,1.0,1,1,1,1,0,0
10675,0.4,5,2,2.5,2.5,2,2,3,4,0,0
51636,0.3333333333333333,9,2,4.5,4.5,2,2,6,6,1,0
11892,0.0,4,2,2.0,2.0,2,2,3,3,0,0
190906,0.4444444444444444,9,4,2.25,3.0,1,3,4,7,4,0
51642,0.2777777777777778,18,10,1.8,2.5714285714285716,2,7,4,6,7,0
76220,0.3333333333333333,6,6,1.0,1.2,2,5,1,2,0,0
43454,0.0,6,3,2.0,3.0,1,2,3,4,4,0
10686,0.125,8,6,1.3333333333333333,1.3333333333333333,2,6,3,3,1,0
51647,0.0,2,1,2.0,2.0,1,1,2,2,1,0
10689,0.0,3,3,1.0,1.0,2,3,1,1,0,0
51650,0.0,2,1,2.0,2.0,1,1,2,2,1,0
51646,0.0,9,5,1.8,2.25,2,4,3,4,0,1
10693,0.5,4,4,1.0,1.3333333333333333,2,3,1,2,0,0
76230,0.0,2,2,1.0,1.0,2,2,1,1,1,0
51654,1.0,2,1,2.0,2.0,1,1,2,2,1,0
51657,1.0,1,1,1.0,1.0,1,1,1,1,0,0
43468,0.0,1,1,1.0,1.0,1,1,1,1,0,0
44461,0.0,3,1,3.0,3.0,1,1,3,3,2,0
10704,1.0,1,1,1.0,1.0,1,1,1,1,0,1
10705,0.5,4,4,1.0,1.0,2,4,1,1,0,0
8640,0.0,1,1,1.0,1.0,1,1,1,1,0,0
51669,0.29411764705882354,17,8,2.125,3.4,2,5,5,6,7,1
35290,0.0,3,2,1.5,1.5,1,2,2,2,1,0
240092,0.0,1,1,1.0,1.0,1,1,1,1,0,0
52605,0.0,3,3,1.0,1.5,1,2,1,2,0,0
10721,0.0,1,1,1.0,1.0,1,1,1,1,0,0
240098,0.0,8,3,2.6666666666666665,2.6666666666666665,1,3,4,4,7,0
43491,0.16666666666666666,6,3,2.0,3.0,2,2,3,3,4,0
51683,0.3333333333333333,3,2,1.5,1.5,2,2,2,2,1,0
10726,0.0,5,2,2.5,2.5,2,2,3,3,0,0
182759,0.2,5,3,1.6666666666666667,2.5,1,2,3,4,4,0
43499,1.0,1,1,1.0,1.0,1,1,1,1,0,0
51692,1.0,1,1,1.0,1.0,1,1,1,1,1,0
43500,0.0,6,5,1.2,1.5,2,4,2,3,0,0
199150,0.2777777777777778,18,11,1.6363636363636365,3.0,2,6,3,5,3,0
43502,0.15384615384615385,13,6,2.1666666666666665,3.25,2,4,4,4,4,5
133616,1.0,5,1,5.0,5.0,1,1,5,5,3,0
43503,0.0,4,2,2.0,2.0,2,2,3,3,2,0
10736,0.4,5,4,1.25,1.6666666666666667,2,3,2,3,0,0
52609,0.0,3,3,1.0,1.5,1,2,1,2,0,0
43511,0.0,6,2,3.0,6.0,1,1,5,6,1,0
10744,0.0,2,1,2.0,2.0,1,1,2,2,0,0
10743,0.42857142857142855,7,4,1.75,1.75,2,4,3,3,0,0
10745,0.6666666666666666,3,2,1.5,1.5,1,2,2,2,0,0
43516,0.0,17,10,1.7,2.4285714285714284,2,7,3,4,0,0
10749,0.5,2,2,1.0,2.0,1,1,1,2,0,0
190975,0.25,4,4,1.0,1.3333333333333333,2,3,1,2,2,0
44471,1.0,7,1,7.0,3.5,2,2,7,4,2,0
272898,0.0,1,1,1.0,1.0,1,1,1,1,0,0
28189,0.3333333333333333,3,3,1.0,1.0,2,3,1,1,0,0
215556,0.0,2,2,1.0,1.0,1,2,1,1,2,0
51716,0.0,3,1,3.0,3.0,1,1,3,3,2,0
11907,1.0,2,2,1.0,1.0,2,2,1,1,0,0
10754,0.5,4,2,2.0,2.0,2,2,2,2,0,1
51713,0.0,1,1,1.0,1.0,1,1,1,1,0,0
51723,1.0,2,2,1.0,1.0,1,2,1,1,0,0
43532,0.3333333333333333,3,3,1.0,1.0,2,3,1,1,2,0
10766,0.0,3,2,1.5,1.5,1,2,2,2,0,0
51727,1.0,4,1,4.0,4.0,1,1,4,4,0,0
51728,0.5,4,2,2.0,2.0,2,2,2,2,0,0
52615,0.0,1,1,1.0,1.0,1,1,1,1,0,0
43538,0.0,3,3,1.0,1.0,1,3,1,1,1,0
11910,0.0,1,1,1.0,1.0,1,1,1,1,0,0
10772,0.0,3,2,1.5,1.5,2,2,2,2,0,0
51734,1.0,4,2,2.0,2.0,2,2,2,2,0,0
10775,0.14285714285714285,7,2,3.5,3.5,2,2,6,6,1,0
51735,0.0,1,1,1.0,1.0,1,1,1,1,0,0
44476,0.0,6,2,3.0,3.0,2,2,5,4,0,0
43547,0.0,1,1,1.0,1.0,1,1,1,1,0,0
10780,0.0,1,1,1.0,1.0,1,1,1,1,1,0
51742,0.3333333333333333,3,3,1.0,1.5,1,2,1,2,0,0
43554,0.0,5,1,5.0,5.0,1,1,5,5,2,0
59944,1.0,2,1,2.0,2.0,1,1,2,2,2,0
10792,0.0,1,1,1.0,1.0,1,1,1,1,0,0
51755,0.16666666666666666,6,3,2.0,3.0,2,2,3,3,0,0
10796,0.3333333333333333,6,4,1.5,2.0,2,3,2,3,0,0
10798,0.4,5,3,1.6666666666666667,2.5,1,2,2,3,1,0
51758,0.0,3,2,1.5,1.5,1,2,2,2,1,0
10799,0.20833333333333334,24,11,2.1818181818181817,3.0,2,8,5,5,2,0
43570,0.0,4,4,1.0,2.0,2,2,1,3,0,0
35379,0.0,1,1,1.0,1.0,1,1,1,1,0,0
150068,0.1111111111111111,9,3,3.0,4.5,1,2,7,8,2,0
51765,0.0,6,3,2.0,3.0,1,2,3,5,3,0
10808,0.10526315789473684,19,14,1.3571428571428572,2.375,2,8,3,4,0,1
51771,0.0,1,1,1.0,1.0,1,1,1,1,0,0
10812,0.16666666666666666,6,5,1.2,1.5,2,4,2,2,0,0
43581,0.5,4,4,1.0,1.3333333333333333,2,3,1,2,4,0
51772,0.2,5,4,1.25,1.6666666666666667,2,3,2,3,0,0
51775,0.8,5,2,2.5,2.5,1,2,4,4,0,2
10819,0.0,2,1,2.0,2.0,1,1,2,2,0,0
43588,0.2,5,5,1.0,1.0,2,5,1,1,0,0
43592,1.0,2,1,2.0,2.0,1,1,2,2,0,0
51784,0.0,6,3,2.0,2.0,2,3,3,3,0,2
10828,0.0,8,6,1.3333333333333333,1.6,2,5,2,2,1,0
215630,0.0,5,3,1.6666666666666667,1.6666666666666667,2,3,3,3,0,0
28204,0.0,2,1,2.0,2.0,1,1,2,2,0,0
10832,0.5,2,2,1.0,2.0,1,1,1,2,0,1
51793,0.25,4,4,1.0,1.3333333333333333,2,3,1,2,0,0
10834,0.0,2,1,2.0,2.0,1,1,2,2,1,0
51794,1.0,4,1,4.0,4.0,1,1,4,4,0,0
51796,0.3333333333333333,3,2,1.5,1.5,2,2,2,2,1,1
51797,0.0,2,1,2.0,2.0,1,1,2,2,1,0
51799,0.5,4,3,1.3333333333333333,1.3333333333333333,2,3,2,2,0,0
51801,0.0,3,1,3.0,3.0,1,1,3,3,2,0
199258,0.0,1,1,1.0,1.0,1,1,1,1,1,0
10844,0.0,3,1,3.0,3.0,1,1,3,3,1,0
51807,1.0,1,1,1.0,1.0,1,1,1,1,0,0
43619,0.18181818181818182,11,9,1.2222222222222223,1.5714285714285714,2,7,2,3,0,0
43621,0.4,35,15,2.3333333333333335,4.375,2,8,7,13,28,0
51814,0.0,6,5,1.2,2.0,2,3,2,2,1,0
10855,0.16666666666666666,18,15,1.2,2.5714285714285716,2,7,2,4,0,0
10859,1.0,1,1,1.0,1.0,1,1,1,1,1,0
10860,0.0,4,1,4.0,4.0,1,1,4,4,2,2
51821,0.1111111111111111,9,5,1.8,4.5,2,2,3,8,2,3
10862,0.7142857142857143,7,4,1.75,2.3333333333333335,2,3,3,4,3,0
43631,0.5,2,2,1.0,1.0,2,2,1,1,2,0
10865,0.5,2,2,1.0,1.0,2,2,1,1,0,0
51827,1.0,2,1,2.0,2.0,1,1,2,2,0,0
10869,0.0,4,1,4.0,4.0,1,1,4,4,1,0
35446,0.2857142857142857,7,6,1.1666666666666667,1.75,2,4,2,3,0,0
133751,0.16666666666666666,6,4,1.5,2.0,1,3,3,3,2,0
3789,0.0,2,1,2.0,2.0,1,1,2,2,0,0
43638,0.3333333333333333,9,6,1.5,1.8,2,5,4,4,0,2
51829,0.2,5,4,1.25,1.25,2,4,2,2,0,0
3790,0.0,2,2,1.0,1.0,2,2,1,1,0,0
51840,0.0,5,2,2.5,2.5,2,2,3,3,3,0
51844,0.0,3,3,1.0,1.5,2,2,1,2,1,0
10885,0.0,3,2,1.5,1.5,1,2,2,2,3,0
35462,1.0,3,1,3.0,3.0,1,1,3,3,1,0
10887,0.0,8,5,1.6,4.0,1,2,4,5,2,0
3792,0.0,4,3,1.3333333333333333,1.3333333333333333,2,3,2,2,0,0
51849,0.0,1,1,1.0,1.0,1,1,1,1,0,0
51853,0.0,5,2,2.5,2.5,2,2,4,4,1,0
199316,0.8,10,3,3.3333333333333335,5.0,1,2,7,8,8,0
51860,0.5,2,2,1.0,2.0,1,1,1,2,1,0
43668,0.0,1,1,1.0,1.0,1,1,1,1,0,0
51863,0.08333333333333333,12,8,1.5,2.0,2,6,4,5,4,0
43670,0.25,4,4,1.0,1.0,2,4,1,1,0,0
240281,0.0,4,2,2.0,4.0,1,1,3,4,3,0
10903,0.0,2,1,2.0,2.0,1,1,2,2,0,0
43675,0.8,5,2,2.5,2.5,2,2,4,4,0,0
10907,0.0,3,1,3.0,3.0,1,1,3,3,0,0
240285,0.0,2,1,2.0,2.0,1,1,2,2,1,0
51870,0.0,3,2,1.5,1.5,2,2,2,2,3,0
51862,0.0,5,4,1.25,1.6666666666666667,2,3,2,3,0,0
51866,0.0,5,4,1.25,1.6666666666666667,2,3,2,2,0,0
10914,0.6666666666666666,3,2,1.5,1.5,1,2,2,2,2,0
51877,0.0,7,4,1.75,1.75,2,4,3,3,2,0
35495,0.0,1,1,1.0,1.0,1,1,1,1,0,0
10922,1.0,1,1,1.0,1.0,1,1,1,1,1,0
51886,0.0,5,3,1.6666666666666667,1.6666666666666667,1,3,2,2,0,1
10928,0.0,2,1,2.0,2.0,1,1,2,2,1,0
51891,0.0,4,1,4.0,4.0,1,1,4,4,0,0
51893,1.0,2,1,2.0,2.0,1,1,2,2,1,0
52648,0.3333333333333333,9,6,1.5,1.5,2,6,3,3,0,3
10936,0.0,3,3,1.0,1.5,2,2,1,2,0,0
51899,0.8571428571428571,14,3,4.666666666666667,7.0,1,2,11,11,6,0
10940,0.3333333333333333,3,2,1.5,1.5,2,2,2,2,1,1
10942,0.0,1,1,1.0,1.0,1,1,1,1,1,0
43711,0.5,4,4,1.0,1.3333333333333333,2,3,1,2,0,0
51903,0.5,2,2,1.0,1.0,2,2,1,1,0,0
43713,0.0,1,1,1.0,1.0,1,1,1,1,0,0
51906,0.5,4,2,2.0,2.0,2,2,2,2,0,0
4017,0.0,3,2,1.5,3.0,1,1,2,3,0,0
51908,0.25,12,10,1.2,1.5,2,8,2,2,0,0
199365,0.0,2,2,1.0,1.0,1,2,1,1,2,0
10949,0.0,1,1,1.0,1.0,1,1,1,1,1,0
10951,0.0,2,1,2.0,2.0,1,1,2,2,1,0
51911,0.0,5,2,2.5,2.5,2,2,3,3,1,0
43722,0.5,8,4,2.0,2.0,2,4,4,4,3,0
10956,0.0,4,1,4.0,4.0,1,1,4,4,1,0
11947,0.0,1,1,1.0,1.0,1,1,1,1,0,0
51919,0.25,4,3,1.3333333333333333,1.3333333333333333,2,3,2,2,0,0
51921,0.0,8,5,1.6,2.0,2,4,2,4,0,0
11948,0.3333333333333333,3,2,1.5,1.5,2,2,2,2,0,0
35539,0.0,5,1,5.0,5.0,1,1,5,5,2,0
43732,1.0,3,2,1.5,3.0,1,1,2,3,3,0
51924,0.0,2,1,2.0,2.0,1,1,2,2,2,0
51928,0.0,4,2,2.0,1.3333333333333333,2,3,3,2,0,0
51929,0.75,4,2,2.0,2.0,2,2,3,3,1,0
51931,0.6666666666666666,9,5,1.8,1.8,2,5,2,2,0,0
11950,0.0,1,1,1.0,1.0,1,1,1,1,0,1
10979,0.125,8,4,2.0,1.6,2,5,4,3,0,1
44516,0.0,1,1,1.0,1.0,1,1,1,1,0,0
10982,0.4444444444444444,9,7,1.2857142857142858,1.5,2,6,2,3,0,0
10984,0.8,5,2,2.5,2.5,1,2,4,4,1,0
51944,0.0,5,1,5.0,5.0,1,1,5,5,1,0
51948,0.5,2,2,1.0,1.0,1,2,1,1,1,0
10989,0.0,3,2,1.5,1.5,1,2,2,2,2,0
44518,0.0,9,6,1.5,2.25,2,4,2,4,0,0
52659,1.0,4,2,2.0,2.0,1,2,3,3,0,0
10992,1.0,3,1,3.0,3.0,1,1,3,3,1,0
35568,1.0,1,1,1.0,1.0,1,1,1,1,0,0
